Periodo,Industria,Genero,Valor
mar-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,6040.3
abr-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,6128.8
may-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,6575.6
jun-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9553.6
jul-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,6730.4
ago-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,6926.5
sep-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7015.9
oct-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7066.1
nov-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7196.4
dic-13,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,10564.7
ene-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7719.7
feb-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7718.5
mar-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,7781.5
abr-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,8314.3
may-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,8631.3
jun-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12519.6
jul-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9262
ago-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9145.9
sep-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9292.6
oct-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9538.7
nov-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,9820.5
dic-14,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,14205.4
ene-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,10274.5
feb-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,10395.1
mar-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,10272.3
abr-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,10564.7
may-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,11472.1
jun-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,16515.3
jul-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12143.6
ago-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12267.2
sep-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12393.1
oct-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12438.7
nov-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,12783.8
dic-15,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,18928.9
ene-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,13588.3
feb-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,13867.3
mar-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,14005.1
abr-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,15039.5
may-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,15696.9
jun-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,22583
jul-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,16340.2
ago-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,16520.8
sep-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,16530
oct-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,17199
nov-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,17823
dic-16,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,26479
ene-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,19380.2
feb-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,19330.4
mar-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,19375.4
abr-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,19776.3
may-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,20460.1
jun-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,30036.6
jul-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,21610.7
ago-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,21930.9
sep-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,21870.8
oct-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,22167.1
nov-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,22418.2
dic-17,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,32809.4
ene-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,23908.5
feb-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,24013.7
mar-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,24133.9
abr-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,24697
may-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,25154.3
jun-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,37167.2
jul-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,26665
ago-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,27445.5
sep-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,27635.9
oct-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,29971.2
nov-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,31119.4
dic-18,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,45082.9
ene-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,34286.6
feb-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,33882.7
mar-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,34659.9
abr-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,35542.9
may-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,37856.9
jun-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,54540.2
jul-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,39371.4
ago-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,40043.6
sep-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,41131.6
oct-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,43722.3
nov-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,45155.7
dic-19,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,66513.2
ene-20,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,50527.3
feb-20,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,52658.4
mar-20,"Vta. y reparación de vehículos, vta. por menor de combustible",Mujeres,51088.1
